Coaster_Name,Location,Manufacturer,Type_Main,Year_Introduced,Latitude,Longitude,Speed_mph,Height_ft,Inversions,Gforce,Opening_Date
Formuła (Energylandia),Energylandia,Vekoma,Steel,2016,38.37574802043423,-41.59113754789273,49,81,3,3.8,2016-06-25
The Joker (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Rocky Mountain Construction,Other,2016,38.37574802043423,-41.59113754789273,53,103,3,3.815092592592593,2016-05-29
Lightning Rod (roller coaster),Dollywood,Rocky Mountain Construction,Steel,2016,38.37574802043423,-41.59113754789273,73,103,0,3.5,2016-06-13
Lost Gravity (roller coaster),Walibi Holland,Mack Rides,Steel,2016,52.4424,5.7663,54,105,2,4.3,2016-03-24
Mako (roller coaster),SeaWorld Orlando,Bolliger & Mabillard,Steel,2016,28.4095,-81.4591,73,103,0,3.815092592592593,2016-06-10
The Monster (Adventureland),Adventureland (Iowa),Gerstlauer,Steel,2016,41.6518,-93.5014,65,133,5,3.815092592592593,2016-06-04
Pulsar (roller coaster),Walibi Belgium,Mack Rides,Steel,2016,50.6988,4.5903,62,147,0,3.815092592592593,2016-06-04
Raik,Phantasialand,Vekoma,Steel,2016,50.7996,6.8828,38,103,0,3.815092592592593,2016-06-30
Recoil (Wonderla Hyderabad),Other,Vekoma,Steel,2016,38.37574802043423,-41.59113754789273,47,103,3,3.815092592592593,1999-01-01
Taron (roller coaster),Phantasialand,Intamin,Steel,2016,50.7996,6.8828,72,98,0,3.815092592592593,2016-06-30
The Joker (Six Flags Great Adventure),Other,S&S – Sansei Technologies,Steel,2016,38.37574802043423,-41.59113754789273,38,103,6,3.815092592592593,1999-01-01
Tron Lightcycle Power Run,Other,Vekoma,Steel,2016,38.37574802043423,-41.59113754789273,59,103,0,4.0,2016-06-16
Valravn (roller coaster),Cedar Point,Bolliger & Mabillard,Steel,2016,41.4813,-82.684,75,103,3,3.815092592592593,2016-05-07
Wildfire (Kolmården Wildlife Park),Kolmården Wildlife Park,Rocky Mountain Construction,Wood,2016,58.6653,16.4664,71,183,3,4.0,2016-06-28
Dawson Duel (roller coaster),Other,Wiegand,Steel,2017,50.8483,2.9475,24,103,0,3.815092592592593,2017-05-05
DC Rivals HyperCoaster,Warner Bros. Movie World,Mack Rides,Steel,2017,-27.908,153.314,71,202,0,4.3,2017-09-22
Gold Rush (Slagharen),Attractiepark Slagharen,Gerstlauer,Steel,2017,52.6244,6.5619,59,103,2,3.815092592592593,2017-04-13
Hydrus (roller coaster),Casino Pier,Gerstlauer,Steel,2017,39.9428,-74.0721,45,103,3,3.815092592592593,2017-05-26
InvadR,Busch Gardens Williamsburg,Great Coasters International,Wood,2017,37.2325,-76.6486,48,103,0,3.815092592592593,2017-04-07
Lech Coaster,Legendia,Vekoma,Steel,2017,38.37574802043423,-41.59113754789273,59,131,3,3.815092592592593,2017-07-01
Mine Blower,Fun Spot America (Kissimmee),The Gravity Group,Wood,2017,38.37574802043423,-41.59113754789273,48,103,1,3.815092592592593,2017-06-23
Mystic Timbers,Kings Island,Great Coasters International,Wood,2017,38.37574802043423,-41.59113754789273,53,103,0,3.815092592592593,2017-04-15
Patriot (California's Great America),California's Great America,Bolliger & Mabillard,Steel,2017,37.3967,-121.9732,45,103,2,3.815092592592593,1991-03-09
Pégase Express,Parc Astérix,Gerstlauer,Steel,2017,49.1336,2.5737,32,103,0,3.815092592592593,2017-06-11
Red Force (roller coaster),Ferrari Land,Intamin,Steel,2017,38.37574802043423,-41.59113754789273,111,367,0,3.815092592592593,2017-04-07
Star Trek: Operation Enterprise,Movie Park Germany,Mack Rides,Steel,2017,51.6223,6.9729,55,131,3,3.815092592592593,2017-06-14
Star Wars Hyperspace Mountain,Disneyland Park (Paris),Vekoma,Steel,2017,48.8741,2.7793,44,103,3,3.815092592592593,2017-05-07
The Joker (Six Flags Great America),Other,S&S – Sansei Technologies,Steel,2017,38.37574802043423,-41.59113754789273,38,103,6,3.815092592592593,1999-01-01
The Joker (Six Flags New England),Other,S&S – Sansei Technologies,Steel,2017,38.37574802043423,-41.59113754789273,38,103,6,3.815092592592593,1999-01-01
The Joker (Six Flags Over Texas),Other,S&S – Sansei Technologies,Steel,2017,38.37574802043423,-41.59113754789273,38,103,6,3.815092592592593,1999-01-01
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Intamin,Steel,2017,29.4553,-98.6961,44,103,0,3.815092592592593,2017-06-16
Adrenaline Peak,Oaks Amusement Park,Gerstlauer,Steel,2018,45.4716,-122.6623,45,103,3,3.815092592592593,2018-03-24
Electric Eel (roller coaster),SeaWorld San Diego,Premier Rides,Steel,2018,32.765,-117.224,62,103,1,3.815092592592593,2018-05-10
Fēnix (roller coaster),Toverland,Bolliger & Mabillard,Steel,2018,51.3997,5.985,59,103,3,5.0,2018-07-07
HangTime (roller coaster),Knott's Berry Farm,Gerstlauer,Steel,2018,33.8448,-118.0015,57,103,5,3.815092592592593,2018-05-18
Hyperion (roller coaster),Energylandia,Intamin,Steel,2018,38.37574802043423,-41.59113754789273,88,252,1,4.8,2018-07-14
Icon (roller coaster),Blackpool Pleasure Beach,Mack Rides,Steel,2018,53.7903,-3.0556,52,103,1,4.3,2018-05-25
Merlin's Mayhem,Dutch Wonderland,S&S – Sansei Technologies,Steel,2018,40.0287,-76.2186,49,103,0,3.815092592592593,2018-04-28
RailBlazer,California's Great America,Rocky Mountain Construction,Steel,2018,37.3951,-121.9737,52,103,3,3.815092592592593,2018-06-14
Slinky Dog Dash,Disney's Hollywood Studios,Mack Rides,Steel,2018,28.3594,-81.5607,40,103,0,3.815092592592593,2018-06-30
Steel Vengeance,Cedar Point,Rocky Mountain Construction,Steel,2018,41.4862,-82.6933,74,103,4,3.815092592592593,2018-05-05
Tantrum (roller coaster),Six Flags Darien Lake,Gerstlauer,Steel,2018,42.9294,-78.3849,52,103,3,3.815092592592593,2018-05-25
Tiki-Waka (roller coaster),Walibi Belgium,Gerstlauer,Steel,2018,50.6971,4.5871,34,103,0,3.815092592592593,2018-04-07
Time Traveler (roller coaster),Silver Dollar City,Mack Rides,Steel,2018,36.669,-93.3377,50,103,3,3.815092592592593,2018-03-14
Twisted Timbers,Kings Dominion,Rocky Mountain Construction,Steel,2018,38.37574802043423,-41.59113754789273,54,103,3,3.815092592592593,2018-03-24
Valkyria (roller coaster),Liseberg,Bolliger & Mabillard,Steel,2018,57.6932,11.9953,65,103,3,3.815092592592593,2018-08-10
Wicker Man (roller coaster),Alton Towers,Great Coasters International,Wood,2018,52.9889,-1.8886,43,103,0,3.815092592592593,2018-03-20
Wonder Woman Coaster,Six Flags Mexico,S&S – Sansei Technologies,Steel,2018,19.2935,-99.2058,38,103,6,3.815092592592593,2018-06-01
Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,Rocky Mountain Construction,Steel,2018,29.5951,-98.6085,52,103,3,3.815092592592593,2018-05-12
Copperhead Strike,Carowinds,Mack Rides GmbH & Co KG,Steel,2019,35.1011,-80.9426,50,103,5,3.815092592592593,2019-03-23
Desmo Race,Other,Maurer AG,Steel,2019,44.3389,12.2636,49,103,0,1.2,2019-07-25
Dragonflier,Dollywood,Vekoma,Steel,2019,35.7977,-83.5312,46,103,0,3.5,2019-05-10
Dynamite (Freizeitpark Plohn),Freizeitpark Plohn,Mack Rides,Steel,2019,38.37574802043423,-41.59113754789273,62,144,3,3.815092592592593,2019-05-18
Fury (roller coaster),Bobbejaanland,Gerstlauer,Steel,2019,51.1993,4.909,66,141,2,3.815092592592593,2019-06-24
Hagrid's Magical Creatures Motorbike Adventure,Universal's Islands of Adventure,Intamin,Steel,2019,28.4298,-81.5859,50,103,0,3.815092592592593,2019-06-13
Hurricane (Fun Spot America),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Vekoma,Other,2019,28.3303,-81.5147,49,103,0,3.815092592592593,1999-01-01
Kentucky Flyer,Kentucky Kingdom,Gravitykraft Corporation,Wood,2019,38.1943,-85.7443,35,103,0,3.815092592592593,2019-04-28
Maxx Force,Six Flags Great America,S&S - Sansei Technologies,Steel,2019,38.37574802043423,-41.59113754789273,78,103,5,4.5,2019-07-04
Mystic (roller coaster),Walibi Rhône-Alpes,Gerstlauer,Steel,2019,45.62,5.5715,52,103,3,3.815092592592593,2019-05-30
Nickelodeon Slime Streak,Nickelodeon Universe,Chance Rides,Steel,2019,40.8061,-74.0706,37,103,0,2.5,2019-10-25
Panic Coaster – Back Daaan,Tokyo Dome City Attractions,Gerstlauer,Steel,2019,38.37574802043423,-41.59113754789273,18,103,0,3.815092592592593,2019-03-23
Runaway Tram,Morey's Piers,Zierer,Steel,2019,38.9894,-74.8034,28,103,0,3.815092592592593,2019-08-09
Steel Curtain (roller coaster),Kennywood,S&S - Sansei Technologies,Steel,2019,40.3892,-79.8665,75,103,9,3.815092592592593,2019-07-13
Taiga (roller coaster),Linnanmäki,Intamin,Steel,2019,60.1885,24.9391,65,103,4,5.0,2019-06-18
Tigris (roller coaster),Busch Gardens Tampa,Premier Rides,Steel,2019,28.0379,-82.4249,62,103,1,3.815092592592593,2019-04-19
TMNT Shellraiser,Nickelodeon Universe,Gerstlauer,Steel,2019,40.8066,-74.0712,62,103,7,3.815092592592593,2019-10-25
Yukon Striker,Canada's Wonderland,Bolliger & Mabillard,Steel,2019,43.8402,-79.543,80,223,4,3.815092592592593,2019-05-03
Zadra (roller coaster),Energylandia,Rocky Mountain Construction,Other,2019,50.0019,19.4031,75,206,3,4.0,2019-08-22
Candymonium,Hersheypark,Bolliger & Mabillard,Steel,2020,40.2863,-76.659,76,103,0,3.815092592592593,2020-07-03
F.L.Y. (roller coaster),Phantasialand,Vekoma,Steel,2020,50.7999,6.8792,48,103,2,3.815092592592593,1999-01-01
Max & Moritz (roller coaster),Efteling,Mack Rides,Steel,2020,51.6481,5.0474,22,19,0,3.815092592592593,2020-06-20
Objectif Mars,Futuroscope,Intamin,Steel,2020,46.6718,0.3703,34,103,0,3.815092592592593,2020-06-13
Orion (roller coaster),Kings Island,Bolliger & Mabillard,Steel,2020,39.3427,-84.2627,91,103,0,3.815092592592593,2020-07-02
Pitts Special (roller coaster),PowerPark,Gerstlauer,Steel,2020,63.2307,22.8545,62,142,0,4.5,2020-06-24
Sandy's Blasting Bronco,Nickelodeon Universe,Intamin,Steel,2020,40.8056,-74.071,47,103,4,3.815092592592593,2020-10-01
Texas Stingray,SeaWorld San Antonio,Great Coasters International,Wood,2020,29.4524,-98.699,55,103,0,3.815092592592593,2020-02-22
Wakala (roller coaster),Bellewaerde,Gerstlauer,Steel,2020,50.849,2.9475,31,103,0,3.815092592592593,2020-07-01
West Coast Racers,Six Flags Magic Mountain,Premier Rides,Steel,2020,34.4217,-118.5992,55,103,4,3.815092592592593,2020-01-09
Abyssus,Energylandia,Vekoma,Steel,2021,49.9992,19.4011,62,103,4,4.5,2021-07-14
Dragon Slayer (roller coaster),Adventureland (Iowa),S&S - Sansei Technologies,Steel,2021,41.651,-93.5024,34,103,0,3.815092592592593,2021-05-29
Jersey Devil Coaster,Six Flags Great Adventure,Rocky Mountain Construction,Steel,2021,40.1377,-74.4405,58,103,3,3.815092592592593,2021-06-13
Kondaa,Walibi Belgium,Intamin,Steel,2021,50.6977,4.585,70,103,0,3.815092592592593,2021-05-08
Krampus Expédition,Nigloland,Mack Rides,Steel,2021,-48.2617,4.6142,49,103,0,3.5,2021-06-12
Looping Star (Clacton Pier),Clacton Pier,Pinfari,Steel,2021,51.7864,-1.155,49,36,1,3.815092592592593,2021-10-23
Monster (Gröna Lund),Gröna Lund,Bolliger & Mabillard,Steel,2021,59.3239,18.0961,55,103,3,4.5,2021-06-02
Steel Taipan,Dreamworld,Mack Rides,Steel,2021,-27.8623,153.3152,65,103,4,3.8,2021-01-01
Storm Chaser (Paultons Park),Paultons Park,Mack Rides,Steel,2021,50.949,-1.5505,49,103,0,3.815092592592593,2021-04-12
Stunt Pilot (roller coaster),Silverwood Theme Park,Rocky Mountain Construction,Steel,2021,47.9065,-116.708,52,103,3,3.815092592592593,2021-05-29
The Ride to Happiness,Plopsaland De Panne,Mack Rides,Steel,2021,51.081,2.5989,55,103,6,3.815092592592593,2021-07-01
VelociCoaster,Universal's Islands of Adventure,Intamin,Steel,2021,28.4713,-81.472,70,103,4,3.815092592592593,2021-06-10
Aquaman: Power Wave,Six Flags Over Texas,Mack Rides,Steel,2022,32.756,-97.071,62,103,0,3.815092592592593,2022-01-01
ArieForce One,Fun Spot America Atlanta,Rocky Mountain Construction,Steel,2022,38.37574802043423,-41.59113754789273,64,103,4,3.75,2022-01-01
Defiance (roller coaster),Glenwood Caverns Adventure Park,Gerstlauer,Steel,2022,38.37574802043423,-41.59113754789273,56,103,2,3.815092592592593,2022-01-01
Dr. Diabolical’s Cliffhanger,Six Flags Fiesta Texas,Bolliger & Mabillard,Steel,2022,38.37574802043423,-41.59113754789273,60,103,2,3.815092592592593,2022-01-01
Emperor (roller coaster),SeaWorld San Diego,Bolliger & Mabillard,Steel,2022,32.764,-117.2224,63,103,4,3.815092592592593,2022-03-01
Fønix (roller coaster),Fårup Sommerland,Vekoma,Steel,2022,38.37574802043423,-41.59113754789273,59,103,3,4.1,1999-01-01
Guardians of the Galaxy: Cosmic Rewind,Epcot,Vekoma,Steel,2022,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,2022-01-01
Ice Breaker (roller coaster),SeaWorld Orlando,Premier Rides,Steel,2022,28.4088,-81.4633,52,103,0,3.815092592592593,2022-02-01
Leviathan (Sea World),Sea World,Martin & Vleminckx,Wood,2022,-27.9574,153.4263,49,105,0,3.815092592592593,2022-01-01
Pantheon (roller coaster),Busch Gardens Williamsburg,Intamin,Steel,2022,37.2339,-76.6426,73,103,2,3.815092592592593,2022-01-01
Tumbili,Kings Dominion,S&S – Sansei Technologies,Steel,2022,38.37574802043423,-41.59113754789273,34,103,0,3.815092592592593,1999-01-01
Wonder Woman Flight of Courage,Six Flags Magic Mountain,Rocky Mountain Construction,Steel,2022,38.37574802043423,-41.59113754789273,58,103,3,3.815092592592593,2022-01-01
