Coaster_Name,Location,Manufacturer,Type_Main,Year_Introduced,Latitude,Longitude,Speed_mph,Height_ft,Inversions,Gforce,Opening_Date
Magnum XL-200,Cedar Point,Arrow Dynamics,Steel,1989,41.4853,-82.6861,72,103,0,3.815092592592593,1989-05-06
Ninja (Six Flags St. Louis),Other,Vekoma,Steel,1989,38.5149,-90.6739,54,103,4,3.815092592592593,1999-01-01
Olympia Looping,Oktoberfest,BHS,Steel,1989,48.131,11.549,52,103,5,5.2,1989-09-17
Timber Wolf (roller coaster),Worlds of Fun,Dinn Corporation,Wood,1989,39.1728,-94.4892,53,103,0,3.815092592592593,1989-04-01
Vekoma Illusion,Bobbejaanland,Vekoma,Steel,1989,51.1993,4.909,31,91,0,3.815092592592593,1989-06-15
Viper (Six Flags AstroWorld),Other,Anton Schwarzkopf,Steel,1989,38.37574802043423,-41.59113754789273,47,103,1,3.815092592592593,1999-01-01
Corkscrew (Silverwood),Other,Arrow Development,Steel,1990,38.37574802043423,-41.59113754789273,46,103,2,3.815092592592593,1999-01-01
Dragon (Adventureland),Adventureland (Iowa),Hopkins Rides,Steel,1990,41.6504,-93.5014,55,103,2,4.5,1990-05-12
Flashback (Six Flags New England),Other,Vekoma,Steel,1990,38.37574802043423,-41.59113754789273,47,103,3,5.2,1999-01-01
Iron Wolf (roller coaster),Other,Bolliger & Mabillard,Steel,1990,38.37574802043423,-41.59113754789273,55,103,2,3.815092592592593,1999-01-01
Pikajuna,Linnanmäki,Mack Rides,Steel,1990,60.1875,24.9381,23,23,0,3.815092592592593,1990-01-01
Predator (roller coaster),Six Flags Darien Lake,Dinn Corporation,Wood,1990,42.9292,-78.3861,50,103,0,3.815092592592593,1990-05-25
Texas Giant,Six Flags Over Texas,Rocky Mountain Construction,Steel,1990,32.7564,-97.0731,65,103,0,4.2,2011-04-22
Thunder Looper,Other,Anton Schwarzkopf,Other,1990,38.37574802043423,-41.59113754789273,49,103,2,3.815092592592593,1999-01-01
Thunder Run (Kentucky Kingdom),Kentucky Kingdom,Dinn Corporation,Wood,1990,38.1956,-85.7475,53,103,0,3.815092592592593,1990-08-01
Tigre de Sibérie,Le Pal,Reverchon Industries,Steel,1990,38.37574802043423,-41.59113754789273,24,103,0,3.815092592592593,1990-01-01
Twisted Cyclone,Six Flags Over Georgia,Rocky Mountain Construction,Steel,1990,33.7703,-84.5522,50,103,3,3.815092592592593,2018-05-25
Vampire (roller coaster),Chessington World of Adventures,Arrow Dynamics,Steel,1990,51.3473,-0.3156,45,103,0,4.0,1990-04-11
Viper (Six Flags Magic Mountain),Six Flags Magic Mountain,Arrow Dynamics,Steel,1990,34.4208,-118.5953,70,103,7,4.1,1990-04-07
Adventure Express,Kings Island,Arrow Dynamics,Steel,1991,39.3445,-84.2648,35,103,0,3.8,1991-04-13
Afterburner (Fun Spot),Fun Spot Amusement Park & Zoo,Arrow Development,Steel,1991,41.6769,-85.0312,45,103,2,4.0,1991-01-01
Anaconda (roller coaster),Kings Dominion,Arrow Dynamics,Steel,1991,37.8392,-77.4402,50,103,4,5.1,1991-03-23
Pegasus (Efteling),Efteling,Dinn Corporation,Wood,1991,51.6469,5.0519,34,103,0,3.5,1991-07-01
Psyclone (roller coaster),Six Flags Magic Mountain,Dinn Corporation,Wood,1991,34.421,-118.6003,50,103,0,3.0,1991-03-23
Sidewinder (Hersheypark),Hersheypark,Vekoma,Steel,1991,40.2899,-76.6538,47,103,6,5.2,1991-05-11
Steel Phantom,Kennywood,D. H. Morgan Manufacturing,Steel,1991,40.389,-79.866,85,103,0,3.5,1991-05-10
Toboggan (Lakemont Park),Lakemont Park,Chance Rides,Steel,1991,40.4712,-78.3961,49,103,0,3.815092592592593,1991-01-01
Turbo Mountain,Adventure World,Anton Schwarzkopf,Steel,1991,-32.0948,115.8164,35,39,0,3.815092592592593,1991-01-01
The Ultimate (roller coaster),Lightwater Valley,British Rail Engineering Limited,Steel,1991,54.1739,-1.5687,50,103,0,3.815092592592593,1991-07-17
Vortex (Canada's Wonderland),Canada's Wonderland,Arrow Dynamics,Steel,1991,43.8419,-79.5435,55,91,0,3.815092592592593,1991-05-12
Vortex (Great America),California's Great America,Bolliger & Mabillard,Steel,1991,37.3967,-121.9732,45,103,2,3.815092592592593,1991-03-09
Wildcat (Frontier City),Other,National Amusement Devices,Wood,1991,38.37574802043423,-41.59113754789273,46,103,0,3.815092592592593,1999-01-01
Batman: The Ride,Other,Bolliger & Mabillard,Steel,1992,38.37574802043423,-41.59113754789273,50,103,5,4.0,1999-01-01
Blue Hawk (roller coaster),Other,Vekoma,Steel,1992,38.37574802043423,-41.59113754789273,52,103,5,4.0,1999-01-01
Cosmic Coaster (Valleyfair),Other,Zamperla,Steel,1992,38.37574802043423,-41.59113754789273,15,103,0,3.815092592592593,1999-01-01
Desert Storm (roller coaster),Castles N' Coasters,Hopkins Rides,Steel,1992,33.5718,-112.1188,49,103,2,3.815092592592593,1992-01-01
Drachen Fire,Busch Gardens Williamsburg,Arrow Dynamics,Steel,1992,37.2306,-76.6444,60,103,5,3.815092592592593,1992-04-04
Dragon Coaster (Dorney Park),Other,Zamperla,Steel,1992,38.37574802043423,-41.59113754789273,15,103,0,3.815092592592593,1999-01-01
Eagle Fortress,Everland,Arrow Dynamics,Steel,1992,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,1992-09-08
The Great Pumpkin Coaster,"Mason, Ohio, United States",Vekoma,Other,1992,39.3448,-84.2686,49,103,0,3.815092592592593,1999-01-01
Jupiter (roller coaster),Kijima Kogen,Intamin,Wood,1992,33.2617,131.4281,56,137,0,3.815092592592593,1992-01-01
Kingdom Coaster,Dutch Wonderland,Custom Coasters International,Wood,1992,40.0295,-76.2173,40,103,0,3.815092592592593,1992-05-16
Pepsi Orange Streak,Nickelodeon Universe,Zierer,Steel,1992,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,1992-08-11
Pipeline Express,Boardwalk Fun Park,"Bailey Rides, Inc.",Steel,1992,32.761,-96.997,15,103,0,3.815092592592593,1992-07-23
The Rattler (roller coaster),Six Flags Fiesta Texas,Rocky Mountain Construction,Steel,1992,38.37574802043423,-41.59113754789273,70,103,1,3.815092592592593,2013-05-25
Runaway Mine Train (Alton Towers),Alton Towers,Mack Rides,Steel,1992,52.9897,-1.8856,22,103,0,2.4,1992-03-21
Sierra Tonante,Mirabilandia,S.D.C.,Wood,1992,44.3361,12.2619,62,103,0,4.0,1992-01-01
Streamliner Coaster,Six Flags Fiesta Texas,Vekoma,Steel,1992,29.5965,-98.6099,49,103,0,3.815092592592593,1992-03-14
Vortex (Carowinds),Carowinds,Bolliger & Mabillard,Steel,1992,35.1036,-80.9416,50,103,2,3.815092592592593,1992-03-14
Batman The Escape,Other,Intamin,Steel,1993,38.37574802043423,-41.59113754789273,55,103,1,3.4,1999-01-01
Bocaraca,Other,Vekoma,Steel,1993,38.37574802043423,-41.59113754789273,37,103,2,3.815092592592593,1999-01-01
Canyon Blaster (Adventuredome),Adventuredome,Arrow Dynamics,Steel,1993,36.1381,-115.1664,41,103,4,3.5,1993-08-23
Cosmic Coaster (Worlds of Fun),Worlds of Fun,Preston & Barbieri,Steel,1993,39.1723,-94.4889,49,103,0,3.815092592592593,1993-04-03
Flight Deck (California's Great America),California's Great America,Bolliger & Mabillard,Steel,1993,37.3981,-121.9718,50,103,3,4.5,1993-03-20
Gadget's Go Coaster,Other,Vekoma,Steel,1993,38.37574802043423,-41.59113754789273,21,103,0,3.815092592592593,1999-01-01
Hundeprutterutchebane,BonBon-Land,Zierer,Steel,1993,55.2599,11.8639,18,14,0,3.815092592592593,1993-01-01
Indiana Jones et le Temple du Péril,Disneyland Park (Paris),Intamin,Steel,1993,38.37574802043423,-41.59113754789273,36,103,1,3.815092592592593,1993-07-30
Kumba (roller coaster),Busch Gardens Tampa Bay,Bolliger & Mabillard,Steel,1993,28.0397,-82.4231,60,103,7,3.8,1993-04-20
Lightning Bolt (roller coaster),MGM Grand Adventures Theme Park,Intamin,Other,1993,38.37574802043423,-41.59113754789273,35,103,0,3.815092592592593,1993-01-01
Outlaw (roller coaster),Adventureland (Iowa),Custom Coasters International,Wood,1993,41.6491,-93.5006,48,103,0,3.2,1993-04-24
Superman: Krypton Coaster (Six Flags Mexico),Other,Vekoma,Steel,1993,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1999-01-01
Thunderation,Silver Dollar City,Arrow Dynamics,Steel,1993,36.6684,-93.3379,48,103,0,3.815092592592593,1993-04-10
Top Gun (Kings Island),Kings Island,Arrow Dynamics,Steel,1993,39.3476,-84.2652,51,103,0,2.9,1993-04-09
The Comet (Great Escape),Great Escape,Philadelphia Toboggan Coasters,Wood,1994,43.3514,-73.6851,55,103,0,3.815092592592593,1948-01-01
Condor (roller coaster),Walibi Holland,Vekoma,Steel,1994,52.4404,5.7615,49,101,5,4.5,1994-05-01
Corkscrew (Playland),Playland,Vekoma,Steel,1994,49.2839,-123.0357,40,103,2,3.815092592592593,1994-01-01
Desperado (roller coaster),Primm Valley Resorts,Arrow Dynamics,Steel,1994,35.6142,-115.3844,80,103,0,4.0,1994-08-11
Diavlo,Himeji Central Park,Bolliger & Mabillard,Steel,1994,34.8755,134.7637,48,103,5,3.815092592592593,1994-07-01
Hakugei (roller coaster),Nagashima Spa Land,Rocky Mountain Construction,Steel,1994,35.0303,136.7347,66,180,3,4.0,2019-03-28
Hoosier Hurricane,Indiana Beach,Custom Coasters International,Wood,1994,40.7903,-86.7706,51,103,0,3.815092592592593,1994-05-27
Hurler (roller coaster),Other,"International Coasters, Inc.",Wood,1994,38.37574802043423,-41.59113754789273,50,103,0,4.1,1999-01-01
Nemesis (roller coaster),Alton Towers,Bolliger & Mabillard,Steel,1994,52.9869,-1.8828,50,42,4,3.5,1994-03-19
Raptor (Cedar Point),Cedar Point,Bolliger & Mabillard,Steel,1994,41.479,-82.6818,57,103,6,3.815092592592593,1994-05-07
Roller Skater (roller coaster),Kentucky Kingdom,Vekoma,Steel,1994,38.1967,-85.7476,21,103,0,3.815092592592593,1994-04-15
Shockwave (Drayton Manor),Drayton Manor Theme Park,Intamin,Steel,1994,52.6125,-1.7161,53,103,4,4.0,1994-03-26
The Big One (roller coaster),Blackpool Pleasure Beach,Arrow Dynamics,Steel,1994,53.7892,-3.0553,74,103,0,3.5,1994-05-28
Titan (Space World),Space World,Arrow Dynamics,Steel,1994,33.8748,130.8134,71,103,0,3.7,1994-03-05
White Canyon (roller coaster),Yomiuriland,TOGO,Wood,1994,35.6258,139.5214,52,103,0,3.5,1994-04-09
Zach's Zoomer,Michigan's Adventure,Custom Coasters International,Wood,1994,43.3434,-86.2809,49,103,0,3.815092592592593,1994-07-22
Arkham Asylum – Shock Therapy,Warner Bros. Movie World,Vekoma,Steel,1995,-27.9083,153.3119,54,109,5,4.0,1995-12-26
Back at the Barnyard Hayride,Nickelodeon Universe,Zamperla,Steel,1995,44.8542,-93.2422,49,103,0,3.815092592592593,1995-01-01
The Gold Coaster,Other,Arrow Dynamics,Steel,1995,38.37574802043423,-41.59113754789273,52,131,2,3.0,1999-01-01
Cactus Coaster,Other,Allan Herschell Company,Steel,1995,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1999-01-01
Cannonball Express (roller coaster),Pleasurewood Hills,Anton Schwarzkopf,Steel,1995,52.5062,1.7451,34,103,0,3.815092592592593,1995-01-01
Cannonball Run (roller coaster),Waterville USA,Custom Coasters International,Wood,1995,30.2585,-87.6859,43,103,0,3.815092592592593,1995-01-01
Comet Express,Other,Vekoma,Other,1995,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1999-01-01
Cyclops (roller coaster),Mt. Olympus Water & Theme Park,Custom Coasters International,Wood,1995,43.6161,-89.7897,58,103,0,4.2,1995-01-01
Dragon Khan,PortAventura Park,Bolliger & Mabillard,Steel,1995,41.0875,1.1608,65,148,8,4.0,1995-05-02
Eurostar (roller coaster),Other,Intamin,Steel,1995,38.37574802043423,-41.59113754789273,50,103,4,5.2,1999-01-01
Flight Deck (Canada's Wonderland),Canada's Wonderland,Vekoma,Steel,1995,43.8412,-79.539,49,109,5,3.815092592592593,1995-01-01
The Great Nor'easter,Morey's Piers,Vekoma,Steel,1995,38.9893,-74.8023,55,103,5,3.815092592592593,1995-05-26
Jaguar!,Knott's Berry Farm,Zierer,Steel,1995,33.8458,-117.9992,35,103,0,3.815092592592593,1995-06-17
The Raven (roller coaster),Holiday World & Splashin' Safari,Custom Coasters International,Wood,1995,38.1194,-86.9152,50,103,0,3.815092592592593,1995-05-06
Sidewinder (Elitch Gardens),Other,Arrow Dynamics,Steel,1995,38.37574802043423,-41.59113754789273,45,103,1,4.0,1999-01-01
Space Mountain: De la Terre à la Lune,Disneyland Park (Paris),Vekoma,Steel,1995,48.8741,2.7793,44,103,3,3.815092592592593,2017-05-07
Space Shuttle (roller coaster),Enchanted Kingdom,Vekoma,Steel,1995,14.2819,121.0954,47,103,3,5.2,1995-07-28
T2 (roller coaster),Kentucky Kingdom,Vekoma,Steel,1995,38.1941,-85.747,49,103,5,3.815092592592593,1995-04-08
Twister II,Elitch Gardens,Hensel Phelps Construction,Wood,1995,39.7464,-105.0144,55,103,0,3.1,1995-05-27
Viper (Six Flags Great Adventure),Six Flags Great Adventure,TOGO,Steel,1995,40.139,-74.435,48,103,2,3.815092592592593,1995-06-02
Viper (Six Flags Great America),Six Flags Great America,Six Flags,Wood,1995,42.3681,-87.9372,50,103,0,3.6,1995-04-29
Viper (Six Flags Over Georgia),Other,Anton Schwarzkopf,Other,1995,38.37574802043423,-41.59113754789273,49,103,2,3.815092592592593,1999-01-01
Backyardigans: Mission to Mars,Movie Park Germany,Vekoma,Steel,1996,51.6198,6.976,21,27,0,3.815092592592593,1996-06-30
The Barnstormer,Magic Kingdom,Vekoma,Steel,1996,28.4205,-81.5784,25,29,0,3.815092592592593,1996-10-01
Colorado Adventure,Phantasialand,Vekoma,Steel,1996,50.7987,6.8815,31,103,0,3.815092592592593,1996-05-11
Flight of Fear,Other,Premier Rides,Steel,1996,38.37574802043423,-41.59113754789273,54,103,4,4.5,1999-01-01
Fujiyama (roller coaster),Fuji-Q Highland,TOGO,Steel,1996,35.4859,138.777,81,103,0,3.5,1996-07-01
The Great White (Morey's Piers),Morey's Piers,Custom Coasters International,Wood,1996,38.9865,-74.8107,50,103,0,3.815092592592593,1996-06-10
High Roller (Stratosphere),Stratosphere Tower,S&MC,Steel,1996,36.1474,-115.1554,30,103,0,2.0,1996-04-29
Megafobia,Oakwood Theme Park,Custom Coasters International,Wood,1996,51.7807,-4.8056,48,103,0,2.75,1996-04-30
Montu (roller coaster),Busch Gardens Tampa Bay,Bolliger & Mabillard,Steel,1996,28.0347,-82.4175,60,103,7,3.8,1996-05-16
Pegasus (Mt. Olympus Water and Theme Park),Mt. Olympus Water & Theme Park,Custom Coasters International,Wood,1996,43.614,-89.7898,40,103,0,3.815092592592593,1996-01-01
Rougarou (roller coaster),Cedar Point,Bolliger & Mabillard,Steel,1996,41.4826,-82.6874,60,103,4,3.815092592592593,2015-05-09
Runaway Mountain,"Arlington, Texas, U.S.",Vekoma,Other,1996,32.7557,-97.0702,49,103,0,3.815092592592593,1999-01-01
Santa Monica West Coaster,Pacific Park,D. H. Morgan Manufacturing,Steel,1996,38.37574802043423,-41.59113754789273,35,103,0,3.815092592592593,1996-05-25
Skull Mountain,Six Flags Great Adventure,Intamin,Steel,1996,40.1346,-74.4419,33,103,0,2.3,1996-06-03
The Barnstormer at Goofy's Wiseacre Farm,Magic Kingdom,Vekoma,Steel,1996,28.4205,-81.5784,25,29,0,3.815092592592593,1996-10-01
The Joker's Revenge,Other,Vekoma,Steel,1996,38.37574802043423,-41.59113754789273,40,103,3,3.5,1999-01-01
The Mind Eraser (Geauga Lake),Other,Vekoma,Steel,1996,38.37574802043423,-41.59113754789273,47,103,6,5.2,1999-01-01
The Walking Dead: The Ride,Thorpe Park Resort,Vekoma,Steel,1996,51.4036,-0.5132,27,103,0,2.4,1996-03-23
Timber Terror,Silverwood Theme Park,Custom Coasters International,Wood,1996,47.9044,-116.7094,55,103,0,3.815092592592593,1996-01-01
The Underground (roller coaster),Adventureland (Iowa),Custom Coasters International,Wood,1996,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1996-04-27
Wild Thing (Valleyfair),Valleyfair,D. H. Morgan Manufacturing,Steel,1996,44.7986,-93.4587,75,103,0,4.1,1996-05-11
Wildcat (Hersheypark),Hersheypark,Great Coasters International,Wood,1996,40.2925,-76.6558,50,103,0,3.5,1996-05-26
Wilde maus,Other,Mack Rides,Steel,1996,38.37574802043423,-41.59113754789273,28,103,0,3.815092592592593,1999-01-01
Alpengeist,Busch Gardens Williamsburg,Bolliger & Mabillard,Steel,1997,37.2328,-76.6476,67,103,6,3.7,1997-03-22
Boomerang: Coast to Coaster,Other,Vekoma,Steel,1997,38.37574802043423,-41.59113754789273,47,103,3,5.2,1999-01-01
Chang (roller coaster),Other,Bolliger & Mabillard,Steel,1997,38.37574802043423,-41.59113754789273,63,103,5,3.815092592592593,1999-01-01
Euro-Mir,Europa-Park,Mack Rides,Steel,1997,48.2647,7.7197,49,103,0,4.0,1997-01-01
The Great White (SeaWorld San Antonio),SeaWorld San Antonio,Bolliger & Mabillard,Steel,1997,29.4523,-98.6965,50,103,5,4.6,1997-02-01
Green Lantern (Six Flags Great Adventure),Other,Bolliger & Mabillard,Steel,1997,38.37574802043423,-41.59113754789273,63,103,5,3.815092592592593,1999-01-01
Invertigo (roller coaster),Other,Vekoma,Other,1997,38.37574802043423,-41.59113754789273,50,103,3,3.815092592592593,1999-01-01
Kiddie Coaster,Lake Compounce,Molina & Sons,Steel,1997,41.6423,-72.9226,49,103,0,3.815092592592593,1997-06-27
American Dreier Looping,Other,Anton Schwarzkopf,Steel,1997,38.37574802043423,-41.59113754789273,53,103,3,4.7,1999-01-01
Pyrenees (roller coaster),Parque Espana-Shima Spain Village,Bolliger & Mabillard,Steel,1997,34.3598,136.845,62,147,6,3.815092592592593,1997-01-01
Road Runner Express (Six Flags Fiesta Texas),Six Flags Fiesta Texas,Arrow Dynamics,Steel,1997,29.5991,-98.613,35,103,0,3.0,1997-05-01
Big Apple Coaster,New York-New York Hotel and Casino,TOGO,Steel,1997,36.1019,-115.1736,67,103,2,3.815092592592593,1997-01-03
Skytrak,Granada Studios Tour,Skytrak International,Steel,1997,53.4781,-2.2571,28,103,0,2.5,1997-10-01
Stampida,Other,Custom Coasters International,Wood,1997,41.0904,1.1566,46,103,0,3.815092592592593,1997-03-17
Steel Force,Dorney Park & Wildwater Kingdom,D. H. Morgan Manufacturing,Steel,1997,40.5789,-75.5381,75,103,0,3.4,1997-05-30
Superman: Escape from Krypton,Other,Intamin,Steel,1997,34.425,-118.598,100,103,0,4.5,1997-03-15
Tonnerre de Zeus,Parc Astérix,Custom Coasters International,Wood,1997,49.1314,2.5739,52,103,0,3.815092592592593,1997-01-01
Tower of Terror II,Dreamworld,Intamin,Steel,1997,-27.8641,153.3174,100,377,0,4.5,1997-01-23
Windjammer Surf Racers,Other,TOGO,Steel,1997,33.8458,-118.0008,40,103,1,3.815092592592593,1997-03-26
Zeus (roller coaster),Mt. Olympus Water & Theme Park,Custom Coasters International,Wood,1997,43.6167,-89.7892,60,103,0,3.815092592592593,1997-06-07
Zoomerang (Lake Compounce),Lake Compounce,Vekoma,Steel,1997,41.643,-72.9229,47,103,3,5.2,1997-06-27
Batman & Robin: The Chiller,Other,Premier Rides,Steel,1998,38.37574802043423,-41.59113754789273,65,103,1,5.0,1998-04-04
Blue Tornado (roller coaster),Gardaland,Vekoma,Steel,1998,45.4566,10.7137,49,103,5,4.5,1998-01-01
Doo Wopper,Morey's Piers,Zamperla,Steel,1998,38.9892,-74.803,49,103,0,3.815092592592593,1998-08-07
Excalibur (Funtown Splashtown USA),Funtown Splashtown USA,Custom Coasters International,Wood,1998,43.5283,-70.4312,55,103,0,3.815092592592593,1998-01-01
GhostRider (roller coaster),Knott's Berry Farm,Custom Coasters International,Wood,1998,33.8426,-117.9981,56,103,0,3.1,1998-12-08
Great Bear (roller coaster),Hersheypark,Bolliger & Mabillard,Steel,1998,40.2869,-76.6531,58,103,4,3.815092592592593,1998-05-23
Invertigo (California's Great America),Other,Vekoma,Other,1998,38.37574802043423,-41.59113754789273,50,103,3,3.815092592592593,1999-01-01
Journey to Atlantis,SeaWorld Orlando,Mack Rides,Steel,1998,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1998-04-17
Kong (roller coaster),Other,Vekoma,Steel,1998,38.37574802043423,-41.59113754789273,49,103,5,3.815092592592593,1999-01-01
Mad Cobra (roller coaster),"Suzuka, Mie Prefecture, Japan",Vekoma,Other,1998,34.8431,136.5406,49,103,0,3.815092592592593,1999-01-01
Mad Mouse (Pavilion),Myrtle Beach Pavilion,Arrow Dynamics,Steel,1998,33.6929,-78.8824,25,103,0,3.815092592592593,1998-06-13
Mamba (roller coaster),Worlds of Fun,D. H. Morgan Manufacturing,Steel,1998,39.172,-94.4906,75,103,0,3.5,1998-04-18
Monte Makaya,Terra Encantada,Intamin,Steel,1998,-22.9853,-43.3644,50,103,8,3.815092592592593,1998-01-16
Mr. Freeze (roller coaster),Other,Premier Rides,Steel,1998,38.37574802043423,-41.59113754789273,70,103,2,4.0,1999-01-01
Oblivion (roller coaster),Alton Towers,Bolliger & Mabillard,Steel,1998,52.9866,-1.8965,68,65,0,4.5,1998-03-14
Rampage (roller coaster),Alabama Splash Adventure,Custom Coasters International,Wood,1998,33.3792,-86.9969,56,103,0,3.815092592592593,1998-05-23
Rattlesnake (roller coaster),Chessington World of Adventures,Maurer AG,Steel,1998,51.3487,-0.3178,28,103,0,3.815092592592593,1998-01-01
The Riddler's Revenge,Six Flags Magic Mountain,Bolliger & Mabillard,Steel,1998,34.4245,-118.6006,65,103,6,4.2,1998-04-04
Roar (roller coaster),Other,Great Coasters International,Wood,1998,38.37574802043423,-41.59113754789273,50,103,0,3.5,1999-01-01
Roller Coaster (Dam Sen Park),Dam Sen Cultural Park,Hebei Zhongye Metallurgical Equipment,Steel,1998,10.7605,106.6368,43,78,3,3.8,1998-01-01
Scooby's Ghoster Coaster,Kings Island,Caripro,Steel,1998,39.3423,-84.2699,8,103,0,1.0,1998-04-18
Shivering Timbers,Michigan's Adventure,Custom Coasters International,Wood,1998,43.3422,-86.2761,57,103,0,3.8,1998-01-01
Sprocket Rockets,Six Flags Great America,Vekoma,Steel,1998,42.3669,-87.9311,21,103,0,3.815092592592593,1998-01-01
Storm Chaser (roller coaster),Kentucky Kingdom,Rocky Mountain Construction,Steel,1998,38.1958,-85.7503,52,103,3,3.8,2016-04-30
Thunderhawk (Michigan's Adventure),Other,Vekoma,Steel,1998,38.37574802043423,-41.59113754789273,49,103,5,3.815092592592593,1999-01-01
Vapor Trail (roller coaster),Sesame Place,Vekoma,Steel,1998,40.1852,-74.8725,27,103,0,3.815092592592593,1998-06-01
Vogel Rok,Efteling,Vekoma,Steel,1998,51.6522,5.0525,40,103,0,3.5,1998-04-09
Volcano: The Blast Coaster,Kings Dominion,Intamin,Steel,1998,37.8394,-77.4402,70,103,4,3.815092592592593,1998-08-03
Wild Mouse (Lagoon),Lagoon Amusement Park,Maurer AG,Steel,1998,40.9839,-111.8945,28,103,0,3.815092592592593,1998-04-10
Wilderness Run (Carowinds),Carowinds,E&F Miler Industries,Steel,1998,35.1011,-80.9388,15,103,0,3.815092592592593,1998-01-01
Afterburn (roller coaster),Carowinds,Bolliger & Mabillard,Steel,1999,35.1003,-80.9409,62,103,6,3.815092592592593,1999-03-20
Apollo's Chariot,Busch Gardens Williamsburg,Bolliger & Mabillard,Steel,1999,37.2348,-76.6413,73,103,0,4.1,1999-03-30
Bandit (Movie Park Germany),Movie Park Germany,Roller Coaster Corporation of America,Wood,1999,51.6242,6.9754,49,91,0,3.815092592592593,1999-01-01
Bizarro (roller coaster),Six Flags Great Adventure,Bolliger & Mabillard,Steel,1999,40.1382,-74.4323,61,103,7,4.0,1999-04-02
Canyon Blaster (Six Flags Magic Mountain),Six Flags Magic Mountain,E&F Miler Industries,Steel,1999,34.4249,-118.5964,10,103,0,1.0,1999-05-30
Dragon Challenge,Other,Bolliger & Mabillard,Steel,1999,28.4736,-81.4733,60,103,5,3.815092592592593,1999-05-28
Exterminator (roller coaster),Kennywood,Reverchon Industries,Steel,1999,40.3894,-79.8677,29,103,0,2.5,1999-04-18
Georgia Scorcher,Six Flags Over Georgia,Bolliger & Mabillard,Steel,1999,33.7703,-84.5506,54,103,2,4.0,1999-05-08
Great Chase (Six Flags America),Six Flags America,Zamperla,Steel,1999,38.9075,-76.772,11,103,0,3.815092592592593,1999-01-01
Harley Quinn Crazy Train,Six Flags Great Adventure,Zierer,Steel,1999,40.1348,-74.4397,22,103,0,3.815092592592593,1999-01-01
The Howler,Holiday World & Splashin' Safari,Zamperla,Steel,1999,38.1189,-86.9103,16,103,0,3.815092592592593,1999-05-08
The Incredible Hulk Coaster,Universal's Islands of Adventure,Bolliger & Mabillard,Steel,1999,28.4712,-81.4684,67,103,7,4.0,1999-05-28
Invertigo (Kings Island),Other,Vekoma,Other,1999,38.37574802043423,-41.59113754789273,50,103,3,3.815092592592593,1999-01-01
Iron Gwazi,Busch Gardens Tampa Bay,Rocky Mountain Construction,Steel,1999,28.0339,-82.4231,76,103,2,3.815092592592593,1999-01-01
The Joker's Jinx,Six Flags America,Premier Rides,Steel,1999,38.91,-76.776,60,103,4,4.5,1999-05-08
Katapul,Other,Anton Schwarzkopf,Other,1999,38.37574802043423,-41.59113754789273,49,103,2,3.815092592592593,1999-01-01
Lil' Devil Coaster,Six Flags Great Adventure,Zamperla,Steel,1999,40.1343,-74.4434,49,103,0,3.815092592592593,1999-01-01
Limit (roller coaster),Heide Park,Vekoma,Steel,1999,53.026,9.8818,49,103,5,3.815092592592593,1999-01-01
Mad Mouse (Michigan's Adventure),Michigan's Adventure,Arrow Dynamics,Steel,1999,43.3474,-86.2789,33,103,0,3.815092592592593,1999-08-07
Mad Mouse (Valleyfair),Valleyfair,Arrow Dynamics,Steel,1999,44.7999,-93.4591,30,103,0,3.815092592592593,1999-05-08
Millennium Roller Coaster,Fantasy Island,Vekoma,Steel,1999,53.192,0.347,56,103,3,3.815092592592593,1999-05-22
Montaña Rusa (Parque del Café),Other,Anton Schwarzkopf,Steel,1999,38.37574802043423,-41.59113754789273,41,103,0,2.1,1999-01-01
Montezum,Hopi Hari,Roller Coaster Corporation of America,Wood,1999,-23.0987,-47.0109,64,103,0,3.815092592592593,1999-01-01
Nightmare at Crack Axle Canyon,Other,Anton Schwarzkopf,Steel,1999,38.37574802043423,-41.59113754789273,31,103,0,3.815092592592593,1999-01-01
Poltergeist (roller coaster),Six Flags Fiesta Texas,Premier Rides,Steel,1999,29.5969,-98.6083,60,103,4,4.5,1999-05-28
Powder Keg: A Blast into the Wilderness,Other,S&S – Sansei Technologies,Steel,1999,38.37574802043423,-41.59113754789273,64,103,0,3.9,1999-01-01
Pteranodon Flyers,"Universal Orlando Resort, Orlando, Florida, United States",Vekoma,Other,1999,28.4717,-81.4714,49,103,0,3.815092592592593,1999-01-01
"Python (Coney Island, Cincinnati, Ohio)",Coney Island,Pinfari,Steel,1999,39.0539,-84.419,49,103,0,3.815092592592593,1999-01-01
Raging Bull (roller coaster),Six Flags Great America,Bolliger & Mabillard,Steel,1999,42.3658,-87.9371,73,103,0,3.815092592592593,1999-05-01
Road Runner Express (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Zamperla,Steel,1999,38.1371,-122.2345,49,103,0,3.815092592592593,1999-01-01
